"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"UKM00003772","HEATHROW, UK","1949-08-18",,,"61",,
"UKM00003772","HEATHROW, UK","1949-08-19",,,"66",,
"UKM00003772","HEATHROW, UK","1949-08-20",,,"69",,
"UKM00003772","HEATHROW, UK","1949-08-21",,,"67",,
"UKM00003772","HEATHROW, UK","1949-08-22",,,"69",,
"UKM00003772","HEATHROW, UK","1949-08-23",,,"65",,
"UKM00003772","HEATHROW, UK","1949-08-24",,,"66",,
"UKM00003772","HEATHROW, UK","1949-08-25",,,"64",,
"UKM00003772","HEATHROW, UK","1949-08-26",,,"66",,
"UKM00003772","HEATHROW, UK","1949-08-27",,,"66",,
"UKM00003772","HEATHROW, UK","1949-08-28",,,"66",,
"UKM00003772","HEATHROW, UK","1949-08-29",,,"67",,
"UKM00003772","HEATHROW, UK","1949-08-30",,,"67",,
"UKM00003772","HEATHROW, UK","1949-08-31",,,"70",,
"UKM00003772","HEATHROW, UK","1949-09-01",,,"66",,
"UKM00003772","HEATHROW, UK","1949-09-02",,,"63",,
"UKM00003772","HEATHROW, UK","1949-09-03",,,"67",,
"UKM00003772","HEATHROW, UK","1949-09-04",,,"73",,
"UKM00003772","HEATHROW, UK","1949-09-05",,,"75",,
"UKM00003772","HEATHROW, UK","1949-09-06",,,"65",,
"UKM00003772","HEATHROW, UK","1949-09-07",,,"63",,
"UKM00003772","HEATHROW, UK","1949-09-08",,,"62",,
"UKM00003772","HEATHROW, UK","1949-09-09",,,"63",,
"UKM00003772","HEATHROW, UK","1949-09-10",,,"62",,
"UKM00003772","HEATHROW, UK","1949-09-11",,,"65",,
"UKM00003772","HEATHROW, UK","1949-09-12",,,"67",,
"UKM00003772","HEATHROW, UK","1949-09-13",,,"67",,
"UKM00003772","HEATHROW, UK","1949-09-14",,,"62",,
"UKM00003772","HEATHROW, UK","1949-09-15",,,"63",,
"UKM00003772","HEATHROW, UK","1949-09-16",,,"59",,
"UKM00003772","HEATHROW, UK","1949-09-17",,,"60",,
"UKM00003772","HEATHROW, UK","1949-09-18",,,"57",,
"UKM00003772","HEATHROW, UK","1949-09-19",,,"59",,
"UKM00003772","HEATHROW, UK","1949-09-20",,,"61",,
"UKM00003772","HEATHROW, UK","1949-09-21","0.04",,"59",,
"UKM00003772","HEATHROW, UK","1949-09-22",,,"66",,
"UKM00003772","HEATHROW, UK","1949-09-23","0.05",,"64",,
"UKM00003772","HEATHROW, UK","1949-09-24",,,"65",,
"UKM00003772","HEATHROW, UK","1949-09-25",,,"64",,
"UKM00003772","HEATHROW, UK","1949-09-26",,,"62",,
"UKM00003772","HEATHROW, UK","1949-09-27",,,"65",,
"UKM00003772","HEATHROW, UK","1949-09-28",,,"63",,
"UKM00003772","HEATHROW, UK","1949-09-29",,,"63",,
"UKM00003772","HEATHROW, UK","1949-09-30",,,"62",,
"UKM00003772","HEATHROW, UK","1949-10-01",,,"58",,
"UKM00003772","HEATHROW, UK","1949-10-02",,,"57",,
"UKM00003772","HEATHROW, UK","1949-10-03",,,"61",,
"UKM00003772","HEATHROW, UK","1949-10-04",,,"63",,
"UKM00003772","HEATHROW, UK","1949-10-05",,,"60",,
"UKM00003772","HEATHROW, UK","1949-10-06",,,"61",,
"UKM00003772","HEATHROW, UK","1949-10-07",,,"61",,
"UKM00003772","HEATHROW, UK","1949-10-08",,,"60",,
"UKM00003772","HEATHROW, UK","1949-10-09",,,"60",,
"UKM00003772","HEATHROW, UK","1949-10-10",,,"59",,
"UKM00003772","HEATHROW, UK","1949-10-11",,,"62",,
"UKM00003772","HEATHROW, UK","1949-10-12",,,"59",,
"UKM00003772","HEATHROW, UK","1949-10-13",,,"60",,
"UKM00003772","HEATHROW, UK","1949-10-14",,,"60",,
"UKM00003772","HEATHROW, UK","1949-10-15",,,"63",,
"UKM00003772","HEATHROW, UK","1949-10-16",,,"59",,
"UKM00003772","HEATHROW, UK","1949-10-17",,,"54",,
"UKM00003772","HEATHROW, UK","1949-10-18","0.05",,"57",,
"UKM00003772","HEATHROW, UK","1949-10-19",,,"54",,
"UKM00003772","HEATHROW, UK","1949-10-20",,,"52",,
"UKM00003772","HEATHROW, UK","1949-10-21",,,"50",,
"UKM00003772","HEATHROW, UK","1949-10-22",,,"47",,
"UKM00003772","HEATHROW, UK","1949-10-23",,,"49",,
"UKM00003772","HEATHROW, UK","1949-10-24",,,"50",,
"UKM00003772","HEATHROW, UK","1949-10-25","0.04",,"57",,
"UKM00003772","HEATHROW, UK","1949-10-26",,,"48",,
"UKM00003772","HEATHROW, UK","1949-10-27",,,"39",,
"UKM00003772","HEATHROW, UK","1949-10-28",,,"40",,
"UKM00003772","HEATHROW, UK","1949-10-29",,,"44",,
"UKM00003772","HEATHROW, UK","1949-10-30",,,"38",,
"UKM00003772","HEATHROW, UK","1949-10-31",,,"37",,
"UKM00003772","HEATHROW, UK","1949-11-01",,,"38",,
"UKM00003772","HEATHROW, UK","1949-11-02",,,"36",,
"UKM00003772","HEATHROW, UK","1949-11-03",,,"40",,
"UKM00003772","HEATHROW, UK","1949-11-04",,,"50",,
"UKM00003772","HEATHROW, UK","1949-11-05",,,"48",,
"UKM00003772","HEATHROW, UK","1949-11-06",,,"41",,
"UKM00003772","HEATHROW, UK","1949-11-07",,,"40",,
"UKM00003772","HEATHROW, UK","1949-11-08",,,"42",,
"UKM00003772","HEATHROW, UK","1949-11-09",,,"47",,
"UKM00003772","HEATHROW, UK","1949-11-10",,,"50",,
"UKM00003772","HEATHROW, UK","1949-11-11",,,"51",,
"UKM00003772","HEATHROW, UK","1949-11-12",,,"49",,
"UKM00003772","HEATHROW, UK","1949-11-13",,,"44",,
"UKM00003772","HEATHROW, UK","1949-11-14",,,"41",,
"UKM00003772","HEATHROW, UK","1949-11-15",,,"31",,
"UKM00003772","HEATHROW, UK","1949-11-16",,,"40",,
"UKM00003772","HEATHROW, UK","1949-11-17",,,"43",,
"UKM00003772","HEATHROW, UK","1949-11-18",,,"44",,
"UKM00003772","HEATHROW, UK","1949-11-19",,,"41",,
"UKM00003772","HEATHROW, UK","1949-11-20",,,"41",,
"UKM00003772","HEATHROW, UK","1949-11-21",,,"51",,
"UKM00003772","HEATHROW, UK","1949-11-22",,,"45",,
"UKM00003772","HEATHROW, UK","1949-11-23",,,"45",,
"UKM00003772","HEATHROW, UK","1949-11-24","0.05",,"48",,
"UKM00003772","HEATHROW, UK","1949-11-25",,,"48",,
"UKM00003772","HEATHROW, UK","1949-11-26",,,"47",,
"UKM00003772","HEATHROW, UK","1949-11-27",,,"46",,
"UKM00003772","HEATHROW, UK","1949-11-28",,,"41",,
"UKM00003772","HEATHROW, UK","1949-11-29",,,"34",,
"UKM00003772","HEATHROW, UK","1949-11-30",,,"45",,
"UKM00003772","HEATHROW, UK","1949-12-01",,,"46",,
"UKM00003772","HEATHROW, UK","1949-12-02",,,"40",,
"UKM00003772","HEATHROW, UK","1949-12-03",,,"51",,
"UKM00003772","HEATHROW, UK","1949-12-04",,,"47",,
"UKM00003772","HEATHROW, UK","1949-12-05",,,"44",,
"UKM00003772","HEATHROW, UK","1949-12-06","0.05",,"45",,
"UKM00003772","HEATHROW, UK","1949-12-07",,,"53",,
"UKM00003772","HEATHROW, UK","1949-12-08",,,"42",,
"UKM00003772","HEATHROW, UK","1949-12-09",,,"35",,
"UKM00003772","HEATHROW, UK","1949-12-10",,,"36",,
"UKM00003772","HEATHROW, UK","1949-12-11",,,"35",,
"UKM00003772","HEATHROW, UK","1949-12-12",,,"33",,
"UKM00003772","HEATHROW, UK","1949-12-13",,,"47",,
"UKM00003772","HEATHROW, UK","1949-12-14",,,"45",,
"UKM00003772","HEATHROW, UK","1949-12-15",,,"42",,
"UKM00003772","HEATHROW, UK","1949-12-16",,,"41",,
"UKM00003772","HEATHROW, UK","1949-12-17",,,"45",,
"UKM00003772","HEATHROW, UK","1949-12-18",,,"42",,
"UKM00003772","HEATHROW, UK","1949-12-19",,,"46",,
"UKM00003772","HEATHROW, UK","1949-12-20",,,"36",,
"UKM00003772","HEATHROW, UK","1949-12-21",,,"37",,
"UKM00003772","HEATHROW, UK","1949-12-22",,,"40",,
"UKM00003772","HEATHROW, UK","1949-12-23",,,"47",,
"UKM00003772","HEATHROW, UK","1949-12-24",,,"45",,
"UKM00003772","HEATHROW, UK","1949-12-25",,,"45",,
"UKM00003772","HEATHROW, UK","1949-12-26","0.05",,"52",,
"UKM00003772","HEATHROW, UK","1949-12-27",,,"49",,
"UKM00003772","HEATHROW, UK","1949-12-28",,,"46",,
"UKM00003772","HEATHROW, UK","1949-12-29",,,"45",,
"UKM00003772","HEATHROW, UK","1949-12-30",,,"42",,
"UKM00003772","HEATHROW, UK","1949-12-31",,,"40",,
"UKM00003772","HEATHROW, UK","1950-01-01",,,"35",,
"UKM00003772","HEATHROW, UK","1950-01-02",,,"46",,
"UKM00003772","HEATHROW, UK","1950-01-03",,,"52",,
"UKM00003772","HEATHROW, UK","1950-01-04",,,"49",,
"UKM00003772","HEATHROW, UK","1950-01-05","0.05",,"47",,
"UKM00003772","HEATHROW, UK","1950-01-06",,,"44",,
"UKM00003772","HEATHROW, UK","1950-01-07",,,"48",,
"UKM00003772","HEATHROW, UK","1950-01-08",,,"45",,
"UKM00003772","HEATHROW, UK","1950-01-09",,,"43",,
"UKM00003772","HEATHROW, UK","1950-01-10",,,"49",,
"UKM00003772","HEATHROW, UK","1950-01-11","0.05",,"52",,
"UKM00003772","HEATHROW, UK","1950-01-12",,,"42",,
"UKM00003772","HEATHROW, UK","1950-01-13",,,"46",,
"UKM00003772","HEATHROW, UK","1950-01-14",,,"47",,
"UKM00003772","HEATHROW, UK","1950-01-15",,,"49",,
"UKM00003772","HEATHROW, UK","1950-01-16",,,"42",,
"UKM00003772","HEATHROW, UK","1950-01-17",,,"42",,
"UKM00003772","HEATHROW, UK","1950-01-18",,,"39",,
"UKM00003772","HEATHROW, UK","1950-01-19",,,"34",,
"UKM00003772","HEATHROW, UK","1950-01-20",,,"33",,
"UKM00003772","HEATHROW, UK","1950-01-21",,,"36",,
"UKM00003772","HEATHROW, UK","1950-01-22",,,"40",,
"UKM00003772","HEATHROW, UK","1950-01-23",,,"38",,
"UKM00003772","HEATHROW, UK","1950-01-24",,,"33",,
"UKM00003772","HEATHROW, UK","1950-01-25",,,"31",,
"UKM00003772","HEATHROW, UK","1950-01-26",,,"29",,
"UKM00003772","HEATHROW, UK","1950-01-27",,,"31",,
"UKM00003772","HEATHROW, UK","1950-01-28",,,"33",,
"UKM00003772","HEATHROW, UK","1950-01-29",,,"29",,
"UKM00003772","HEATHROW, UK","1950-01-30",,,"34",,
"UKM00003772","HEATHROW, UK","1950-01-31",,,"40",,
"UKM00003772","HEATHROW, UK","1950-02-01",,,"40",,
"UKM00003772","HEATHROW, UK","1950-02-02",,,"43",,
"UKM00003772","HEATHROW, UK","1950-02-03","0.10",,"48",,
"UKM00003772","HEATHROW, UK","1950-02-04",,,"45",,
"UKM00003772","HEATHROW, UK","1950-02-05",,,"43",,
"UKM00003772","HEATHROW, UK","1950-02-06",,,"42",,
